Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
11/8/2020,ID-KI,Kalimantan Timur,201,6,213,-18,15606,505,12808,2293,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,56.58,4393.34,1.69,142.17,3.24%,82.07%,0.76,2.00
11/8/2020,ID-KU,Kalimantan Utara,3,0,10,-7,893,10,783,100,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,4.63,1377.22,0.00,15.42,1.12%,87.68%,0.27,1.00
11/8/2020,ID-BB,Kepulauan Bangka Belitung,16,0,9,7,696,7,574,115,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,11.60,504.43,0.00,5.07,1.01%,82.47%,1.23,1.00
11/8/2020,ID-KR,Kepulauan Riau,84,5,82,-3,4357,108,3011,1238,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,43.54,2258.21,2.59,55.98,2.48%,69.11%,1.95,1.25
11/8/2020,ID-LA,Lampung,60,6,6,48,2165,98,1267,800,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,6.60,238.03,0.66,10.77,4.53%,58.52%,1.54,6.00
11/8/2020,ID-MA,Maluku,40,0,13,27,3964,49,3413,502,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,21.66,2146.07,0.00,26.53,1.24%,86.10%,4.00,0.00
11/8/2020,ID-MU,Maluku Utara,0,0,0,0,2240,75,1946,219,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,1712.80,0.00,57.35,3.35%,86.88%,0.00,1.00
11/8/2020,ID-NB,Nusa Tenggara Barat,46,2,61,-17,4195,229,3544,422,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,8.73,795.98,0.38,43.45,5.46%,84.48%,1.44,
11/8/2020,ID-NT,Nusa Tenggara Timur,10,0,15,-5,778,11,573,194,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,1.85,143.77,0.00,2.03,1.41%,73.65%,0.59,1.00
11/8/2020,ID-PA,Papua,33,2,50,-19,9308,135,4891,4282,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,7.60,2144.53,0.46,31.10,1.45%,52.55%,,
11/8/2020,ID-PB,Papua Barat,52,0,151,-99,4501,69,3880,552,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,45.59,3945.82,0.00,60.49,1.53%,86.20%,0.96,1.00
11/8/2020,ID-RI,Riau,158,4,161,-7,15742,366,13174,2202,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,26.01,2591.66,0.66,60.26,2.32%,83.69%,0.96,0.80
11/8/2020,ID-SR,Sulawesi Barat,9,0,2,7,1235,16,875,344,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,5.77,791.67,0.00,10.26,1.30%,70.85%,0.06,0.00
11/8/2020,ID-SN,Sulawesi Selatan,77,0,43,34,18754,471,16901,1382,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,8.17,1989.42,0.00,49.96,2.51%,90.12%,0.55,1.00
11/8/2020,ID-ST,Sulawesi Tengah,59,0,11,48,1047,41,746,260,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,19.96,354.25,0.00,13.87,3.92%,71.25%,2.36,1.00
11/8/2020,ID-SG,Sulawesi Tenggara,46,1,18,27,5361,89,4310,962,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,17.45,2034.18,0.38,33.77,1.66%,80.40%,0.63,
11/8/2020,ID-SA,Sulawesi Utara,58,1,10,47,5638,213,4752,673,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,21.95,2134.08,0.38,80.62,3.78%,84.29%,1.12,0.50
11/8/2020,ID-SB,Sumatera Barat,197,6,240,-49,16017,320,12883,2814,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,35.69,2902.03,1.09,57.98,2.00%,80.43%,1.18,0.75
11/8/2020,ID-SS,Sumatera Selatan,42,3,98,-59,8309,450,6768,1091,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,5.11,1011.13,0.37,54.76,5.42%,81.45%,0.51,1.50
11/8/2020,ID-SU,Sumatera Utara,78,2,59,17,13736,565,11254,1917,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.24,923.44,0.13,37.98,4.11%,81.93%,1.03,1.00
11/9/2020,ID-AC,Aceh,3,0,202,-199,7685,291,6250,1144,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.57,1464.57,0.00,55.46,3.79%,81.33%,0.12,1.00
11/9/2020,ID-BA,Bali,68,1,70,-3,12293,400,11260,633,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,16.13,2915.68,0.24,94.87,3.25%,91.60%,1.55,
11/9/2020,ID-BT,Banten,120,6,42,72,10275,298,8215,1762,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,11.19,958.28,0.56,27.79,2.90%,79.95%,2.07,2.00
11/9/2020,ID-BE,Bengkulu,4,2,22,-20,1239,58,948,233,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,2.00,619.64,1.00,29.01,4.68%,76.51%,0.11,
11/9/2020,ID-JK,DKI Jakarta,716,12,1131,-427,112743,2391,103192,7160,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,66.01,10394.75,1.11,220.45,2.12%,91.53%,0.87,1.50
11/9/2020,ID-YO,Daerah Istimewa Yogyakarta,32,2,62,-32,4269,105,3482,682,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,8.81,1175.70,0.55,28.92,2.46%,81.56%,0.94,2.00
11/9/2020,ID-GO,Gorontalo,4,0,3,1,3049,85,2875,89,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,3.39,2582.47,0.00,71.99,2.79%,94.29%,0.50,1.00
11/9/2020,IDN,Indonesia,2853,75,3968,-1190,440569,14689,372266,53614,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.76,1661.36,0.28,55.39,3.33%,84.50%,0.74,1.01
11/9/2020,ID-JA,Jambi,36,0,35,1,1362,24,780,558,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,10.31,389.88,0.00,6.87,1.76%,57.27%,0.88,1.00
11/9/2020,ID-JB,Jawa Barat,330,3,915,-588,40422,772,30092,9558,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,7.31,895.06,0.07,17.09,1.91%,74.44%,0.69,3.00
11/9/2020,ID-JT,Jawa Tengah,619,13,292,314,38339,1900,31159,5280,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,17.02,1054.31,0.36,52.25,4.96%,81.27%,0.97,1.63
11/9/2020,ID-JI,Jawa Timur,234,13,238,-17,54865,3898,48936,2031,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,5.78,1355.39,0.32,96.30,7.10%,89.19%,0.83,0.87
11/9/2020,ID-KB,Kalimantan Barat,0,0,1,-1,1989,22,1466,501,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,366.78,0.00,4.06,1.11%,73.71%,0.00,1.00
11/9/2020,ID-KS,Kalimantan Selatan,12,1,8,3,12188,496,11081,611,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,2.98,3029.54,0.25,123.29,4.07%,90.92%,0.26,0.50
11/9/2020,ID-KT,Kalimantan Tengah,35,1,19,15,4647,162,4031,454,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,13.62,1807.97,0.39,63.03,3.49%,86.74%,0.66,
11/9/2020,ID-KI,Kalimantan Timur,75,4,312,-241,15681,509,13120,2052,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,21.11,4414.46,1.13,143.29,3.25%,83.67%,0.37,0.67
11/9/2020,ID-KU,Kalimantan Utara,4,0,3,1,897,10,786,101,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,6.17,1383.39,0.00,15.42,1.11%,87.63%,1.33,1.00
11/9/2020,ID-BB,Kepulauan Bangka Belitung,0,0,7,-7,696,7,581,108,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,504.43,0.00,5.07,1.01%,83.48%,0.00,1.00
11/9/2020,ID-KR,Kepulauan Riau,28,5,49,-26,4385,113,3060,1212,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,14.51,2272.73,2.59,58.57,2.58%,69.78%,0.33,1.00
11/9/2020,ID-LA,Lampung,86,6,19,61,2251,104,1286,861,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,9.46,247.48,0.66,11.43,4.62%,57.13%,1.43,1.00
11/9/2020,ID-MA,Maluku,11,1,14,-4,3975,50,3427,498,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,5.96,2152.03,0.54,27.07,1.26%,86.21%,0.28,
11/9/2020,ID-MU,Maluku Utara,4,0,0,4,2244,75,1946,223,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,3.06,1715.85,0.00,57.35,3.34%,86.72%,,1.00
11/9/2020,ID-NB,Nusa Tenggara Barat,44,0,3,41,4239,229,3547,463,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,8.35,804.33,0.00,43.45,5.40%,83.68%,0.96,0.00
11/9/2020,ID-NT,Nusa Tenggara Timur,1,0,8,-7,779,11,581,187,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.18,143.96,0.00,2.03,1.41%,74.58%,0.10,1.00
11/9/2020,ID-PA,Papua,0,0,0,0,9308,135,4891,4282,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,2144.53,0.00,31.10,1.45%,52.55%,0.00,0.00
11/9/2020,ID-PB,Papua Barat,8,2,7,-1,4509,71,3887,551,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,7.01,3952.83,1.75,62.24,1.57%,86.21%,0.15,
11/9/2020,ID-RI,Riau,14,2,128,-116,15756,368,13302,2086,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,2.30,2593.96,0.33,60.59,2.34%,84.42%,0.09,0.50
11/9/2020,ID-SR,Sulawesi Barat,35,0,1,34,1270,16,876,378,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,22.44,814.11,0.00,10.26,1.26%,68.98%,3.89,1.00
11/9/2020,ID-SN,Sulawesi Selatan,58,1,15,42,18812,472,16916,1424,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,6.15,1995.57,0.11,50.07,2.51%,89.92%,0.75,
11/9/2020,ID-ST,Sulawesi Tengah,0,1,23,-24,1047,42,769,236,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,354.25,0.34,14.21,4.01%,73.45%,0.00,
11/9/2020,ID-SG,Sulawesi Tenggara,4,0,26,-22,5365,89,4336,940,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,1.52,2035.70,0.00,33.77,1.66%,80.82%,0.09,0.00
11/9/2020,ID-SA,Sulawesi Utara,44,1,40,3,5682,214,4792,676,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,16.65,2150.74,0.38,81.00,3.77%,84.34%,0.76,1.00
11/9/2020,ID-SB,Sumatera Barat,126,2,184,-60,16143,322,13067,2754,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,22.83,2924.86,0.36,58.34,1.99%,80.95%,0.64,0.33
11/9/2020,ID-SS,Sumatera Selatan,26,3,27,-4,8335,453,6795,1087,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,3.16,1014.29,0.37,55.13,5.43%,81.52%,0.62,1.00
11/9/2020,ID-SU,Sumatera Utara,75,2,64,9,13811,567,11318,1926,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.04,928.48,0.13,38.12,4.11%,81.95%,0.96,1.00
11/10/2020,ID-AC,Aceh,29,1,3,25,7714,292,6253,1169,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,5.53,1470.10,0.19,55.65,3.79%,81.06%,9.67,
11/10/2020,ID-BA,Bali,44,2,2,40,12337,402,11262,673,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,10.44,2926.11,0.47,95.35,3.26%,91.29%,0.65,2.00
11/10/2020,ID-BT,Banten,55,0,3,52,10330,298,8218,1814,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,5.13,963.41,0.00,27.79,2.88%,79.55%,0.46,0.00
11/10/2020,ID-BE,Bengkulu,24,0,27,-3,1263,58,975,230,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,12.00,631.65,0.00,29.01,4.59%,77.20%,6.00,0.00
11/10/2020,ID-JK,DKI Jakarta,1013,13,1257,-257,113756,2404,104449,6903,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,93.40,10488.15,1.20,221.65,2.11%,91.82%,1.41,1.08
11/10/2020,ID-YO,Daerah Istimewa Yogyakarta,21,1,19,1,4290,106,3501,683,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,5.78,1181.49,0.28,29.19,2.47%,81.61%,0.66,0.50
11/10/2020,ID-GO,Gorontalo,0,0,2,-2,3049,85,2877,87,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,2582.47,0.00,71.99,2.79%,94.36%,0.00,1.00
11/10/2020,IDN,Indonesia,3779,72,3475,232,444348,14761,375741,53846,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,14.25,1675.61,0.27,55.66,3.32%,84.56%,1.32,0.96
11/10/2020,ID-JA,Jambi,11,0,50,-39,1373,24,830,519,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,3.15,393.03,0.00,6.87,1.75%,60.45%,0.31,1.00
11/10/2020,ID-JB,Jawa Barat,748,6,902,-160,41170,778,30994,9398,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,16.56,911.62,0.13,17.23,1.89%,75.28%,2.27,2.00
11/10/2020,ID-JT,Jawa Tengah,680,15,329,336,39019,1915,31488,5616,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,18.70,1073.01,0.41,52.66,4.91%,80.70%,1.10,1.15
11/10/2020,ID-JI,Jawa Timur,272,20,294,-42,55137,3918,49230,1989,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,6.72,1362.11,0.49,96.79,7.11%,89.29%,1.16,1.54
11/10/2020,ID-KB,Kalimantan Barat,0,0,0,0,1989,22,1466,501,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,366.78,0.00,4.06,1.11%,73.71%,1.00,1.00
11/10/2020,ID-KS,Kalimantan Selatan,59,0,43,16,12247,496,11124,627,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,14.67,3044.21,0.00,123.29,4.05%,90.83%,4.92,0.00
11/10/2020,ID-KT,Kalimantan Tengah,20,2,25,-7,4667,164,4056,447,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,7.78,1815.75,0.78,63.81,3.51%,86.91%,0.57,2.00
11/10/2020,ID-KI,Kalimantan Timur,123,4,144,-25,15804,513,13264,2027,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,34.63,4449.09,1.13,144.42,3.25%,83.93%,1.64,1.00
11/10/2020,ID-KU,Kalimantan Utara,6,0,7,-1,903,10,793,100,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,9.25,1392.64,0.00,15.42,1.11%,87.82%,1.50,1.00
11/10/2020,ID-BB,Kepulauan Bangka Belitung,10,1,0,9,706,8,581,117,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,7.25,511.68,0.72,5.80,1.13%,82.29%,,
11/10/2020,ID-KR,Kepulauan Riau,0,0,0,0,4385,113,3060,1212,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,2272.73,0.00,58.57,2.58%,69.78%,0.00,0.00
11/10/2020,ID-LA,Lampung,0,0,4,-4,2251,104,1290,857,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,247.48,0.00,11.43,4.62%,57.31%,0.00,0.00
11/10/2020,ID-MA,Maluku,29,0,18,11,4004,50,3445,509,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,15.70,2167.73,0.00,27.07,1.25%,86.04%,2.64,0.00
11/10/2020,ID-MU,Maluku Utara,3,0,0,3,2247,75,1946,226,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,2.29,1718.15,0.00,57.35,3.34%,86.60%,0.75,1.00
11/10/2020,ID-NB,Nusa Tenggara Barat,11,0,0,11,4250,229,3547,474,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,2.09,806.41,0.00,43.45,5.39%,83.46%,0.25,1.00
11/10/2020,ID-NT,Nusa Tenggara Timur,8,0,5,3,787,11,586,190,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,1.48,145.44,0.00,2.03,1.40%,74.46%,8.00,1.00
11/10/2020,ID-PA,Papua,0,0,0,0,9308,135,4891,4282,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,2144.53,0.00,31.10,1.45%,52.55%,1.00,1.00
11/10/2020,ID-PB,Papua Barat,23,0,2,21,4532,71,3889,572,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,20.16,3973.00,0.00,62.24,1.57%,85.81%,2.88,0.00
11/10/2020,ID-RI,Riau,152,0,11,141,15908,368,13313,2227,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,25.02,2618.99,0.00,60.59,2.31%,83.69%,10.86,0.00
11/10/2020,ID-SR,Sulawesi Barat,0,0,2,-2,1270,16,878,376,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,814.11,0.00,10.26,1.26%,69.13%,0.00,1.00
11/10/2020,ID-SN,Sulawesi Selatan,48,1,83,-36,18860,473,16999,1388,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,5.09,2000.66,0.11,50.18,2.51%,90.13%,0.83,1.00
11/10/2020,ID-ST,Sulawesi Tengah,30,1,33,-4,1077,43,802,232,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,10.15,364.40,0.34,14.55,3.99%,74.47%,,1.00
11/10/2020,ID-SG,Sulawesi Tenggara,92,0,9,83,5457,89,4345,1023,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,34.91,2070.61,0.00,33.77,1.63%,79.62%,23.00,1.00
11/10/2020,ID-SA,Sulawesi Utara,30,2,19,9,5712,216,4811,685,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,11.36,2162.09,0.76,81.76,3.78%,84.23%,0.68,2.00
11/10/2020,ID-SB,Sumatera Barat,112,4,198,-90,16255,326,13265,2664,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,20.29,2945.15,0.72,59.07,2.01%,81.61%,0.89,2.00
11/10/2020,ID-SS,Sumatera Selatan,51,1,38,12,8386,454,6833,1099,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,6.21,1020.50,0.12,55.25,5.41%,81.48%,1.96,0.33
11/10/2020,ID-SU,Sumatera Utara,72,3,68,1,13883,570,11386,1927,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,4.84,933.32,0.20,38.32,4.11%,82.01%,0.96,1.50
11/11/2020,ID-AC,Aceh,51,0,0,51,7765,292,6253,1220,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,9.72,1479.82,0.00,55.65,3.76%,80.53%,1.76,0.00
11/11/2020,ID-BA,Bali,93,0,134,-41,12430,402,11396,632,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,22.06,2948.17,0.00,95.35,3.23%,91.68%,2.11,0.00
11/11/2020,ID-BT,Banten,124,0,0,124,10454,298,8218,1938,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,11.56,974.97,0.00,27.79,2.85%,78.61%,2.25,1.00
