Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
11/14/2020,ID-SU,Sumatera Utara,77,1,59,17,14207,579,11647,1981,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.18,955.10,0.07,38.92,4.08%,81.98%,0.88,0.20
11/15/2020,ID-AC,Aceh,49,0,0,49,7911,292,6255,1364,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,9.34,1507.64,0.00,55.65,3.69%,79.07%,2.45,1.00
11/15/2020,ID-BA,Bali,60,0,95,-35,12691,403,11612,676,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,14.23,3010.08,0.00,95.58,3.18%,91.50%,1.25,1.00
11/15/2020,ID-BT,Banten,159,0,0,159,10990,298,8220,2472,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,14.83,1024.96,0.00,27.79,2.71%,74.80%,0.96,1.00
11/15/2020,ID-BE,Bengkulu,11,2,13,-4,1403,62,1059,282,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,5.50,701.66,1.00,31.01,4.42%,75.48%,0.30,2.00
11/15/2020,ID-JK,DKI Jakarta,1165,2,23,1140,118627,2445,106527,9655,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,107.41,10937.25,0.18,225.43,2.06%,89.80%,0.93,0.40
11/15/2020,ID-YO,Daerah Istimewa Yogyakarta,7,1,7,-1,4518,114,3628,776,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,1.93,1244.28,0.28,31.40,2.52%,80.30%,0.14,1.00
11/15/2020,ID-GO,Gorontalo,0,0,1,-1,3054,87,2894,73,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,2586.71,0.00,73.69,2.85%,94.76%,1.00,0.00
11/15/2020,IDN,Indonesia,4106,63,3897,146,467113,15211,391991,59911,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,15.48,1761.46,0.24,57.36,3.26%,83.92%,0.78,0.57
11/15/2020,ID-JA,Jambi,16,0,43,-27,1454,30,975,449,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,4.58,416.22,0.00,8.59,2.06%,67.06%,0.84,0.00
11/15/2020,ID-JB,Jawa Barat,308,0,996,-688,44490,811,33928,9751,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,6.82,985.13,0.00,17.96,1.82%,76.26%,0.38,0.00
11/15/2020,ID-JT,Jawa Tengah,1071,18,266,787,43443,2015,32954,8474,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,29.45,1194.67,0.49,55.41,4.64%,75.86%,0.88,0.78
11/15/2020,ID-JI,Jawa Timur,217,16,267,-66,56287,4012,50316,1959,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,5.36,1390.52,0.40,99.11,7.13%,89.39%,0.85,0.59
11/15/2020,ID-KB,Kalimantan Barat,13,0,13,0,2073,22,1543,508,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,2.40,382.27,0.00,4.06,1.06%,74.43%,1.08,1.00
11/15/2020,ID-KS,Kalimantan Selatan,74,0,35,39,12521,502,11368,651,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,18.39,3112.32,0.00,124.78,4.01%,90.79%,1.45,0.00
11/15/2020,ID-KT,Kalimantan Tengah,50,0,16,34,4976,168,4170,638,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,19.45,1935.97,0.00,65.36,3.38%,83.80%,1.39,0.00
11/15/2020,ID-KI,Kalimantan Timur,206,6,199,1,17013,534,14312,2167,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,57.99,4789.44,1.69,150.33,3.14%,84.12%,1.41,0.75
11/15/2020,ID-KU,Kalimantan Utara,20,0,14,6,978,11,843,124,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,30.84,1508.31,0.00,16.96,1.12%,86.20%,0.83,1.00
11/15/2020,ID-BB,Kepulauan Bangka Belitung,0,0,10,-10,803,10,652,141,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,581.98,0.00,7.25,1.25%,81.20%,0.00,1.00
11/15/2020,ID-KR,Kepulauan Riau,0,1,132,-133,4735,120,3388,1227,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,2454.13,0.52,62.20,2.53%,71.55%,0.00,
11/15/2020,ID-LA,Lampung,14,3,58,-47,2683,111,1436,1136,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,1.54,294.98,0.33,12.20,4.14%,53.52%,0.16,
11/15/2020,ID-MA,Maluku,14,0,3,11,4129,53,3547,529,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,7.58,2235.40,0.00,28.69,1.28%,85.90%,0.56,1.00
11/15/2020,ID-MU,Maluku Utara,4,0,0,4,2294,76,1946,272,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,3.06,1754.09,0.00,58.11,3.31%,84.83%,0.67,1.00
11/15/2020,ID-NB,Nusa Tenggara Barat,14,0,0,14,4403,229,3547,627,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,2.66,835.44,0.00,43.45,5.20%,80.56%,0.52,1.00
11/15/2020,ID-NT,Nusa Tenggara Timur,0,0,1,-1,830,14,610,206,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,153.38,0.00,2.59,1.69%,73.49%,0.00,1.00
11/15/2020,ID-PA,Papua,0,0,0,0,9732,137,4953,4642,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,2242.22,0.00,31.56,1.41%,50.89%,0.00,0.00
11/15/2020,ID-PB,Papua Barat,0,0,114,-114,4671,71,4090,510,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,4094.85,0.00,62.24,1.52%,87.56%,0.00,1.00
11/15/2020,ID-RI,Riau,163,3,204,-44,16609,388,14234,1987,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,26.84,2734.40,0.49,63.88,2.34%,85.70%,1.25,3.00
11/15/2020,ID-SR,Sulawesi Barat,3,0,21,-18,1310,17,946,347,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,1.92,839.75,0.00,10.90,1.30%,72.21%,0.38,1.00
11/15/2020,ID-SN,Sulawesi Selatan,75,0,10,65,19329,475,17206,1648,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,7.96,2050.41,0.00,50.39,2.46%,89.02%,1.09,0.00
11/15/2020,ID-ST,Sulawesi Tengah,2,0,1,1,1158,48,860,250,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.68,391.80,0.00,16.24,4.15%,74.27%,0.25,0.00
11/15/2020,ID-SG,Sulawesi Tenggara,0,0,29,-29,5673,91,4420,1162,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,2152.56,0.00,34.53,1.60%,77.91%,0.00,0.00
11/15/2020,ID-SA,Sulawesi Utara,49,0,24,25,5960,226,4923,811,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,18.55,2255.97,0.00,85.55,3.79%,82.60%,0.75,0.00
11/15/2020,ID-SB,Sumatera Barat,213,0,138,75,17355,337,13838,3180,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,38.59,3144.45,0.00,61.06,1.94%,79.73%,0.87,0.00
11/15/2020,ID-SS,Sumatera Selatan,44,0,34,10,8710,467,7054,1189,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,5.35,1059.93,0.00,56.83,5.36%,80.99%,0.69,0.00
11/15/2020,ID-SU,Sumatera Utara,85,0,67,18,14292,579,11714,1999,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.71,960.81,0.00,38.92,4.05%,81.96%,1.10,0.00
11/16/2020,ID-AC,Aceh,21,0,13,8,7932,292,6268,1372,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,4.00,1511.65,0.00,55.65,3.68%,79.02%,0.43,1.00
11/16/2020,ID-BA,Bali,7,0,10,-3,12698,403,11622,673,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.66,3011.74,0.00,95.58,3.17%,91.53%,0.12,1.00
11/16/2020,ID-BT,Banten,0,0,2,-2,10990,298,8222,2470,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,1024.96,0.00,27.79,2.71%,74.81%,0.00,1.00
11/16/2020,ID-BE,Bengkulu,2,0,4,-2,1405,62,1063,280,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,1.00,702.66,0.00,31.01,4.41%,75.66%,0.18,0.00
11/16/2020,ID-JK,DKI Jakarta,1006,2,868,136,119633,2447,107395,9791,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,92.75,11030.00,0.18,225.61,2.05%,89.77%,0.86,1.00
11/16/2020,ID-YO,Daerah Istimewa Yogyakarta,67,0,15,52,4585,114,3643,828,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,18.45,1262.73,0.00,31.40,2.49%,79.45%,9.57,0.00
11/16/2020,ID-GO,Gorontalo,0,1,4,-5,3054,88,2898,68,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,2586.71,0.85,74.54,2.88%,94.89%,1.00,
11/16/2020,IDN,Indonesia,3535,85,3452,-2,470648,15296,395443,59909,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,13.33,1774.79,0.32,57.68,3.25%,84.02%,0.86,1.35
11/16/2020,ID-JA,Jambi,0,0,11,-11,1454,30,986,438,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,416.22,0.00,8.59,2.06%,67.81%,0.00,1.00
11/16/2020,ID-JB,Jawa Barat,558,19,656,-117,45048,830,34584,9634,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,12.36,997.49,0.42,18.38,1.84%,76.77%,1.81,
11/16/2020,ID-JT,Jawa Tengah,706,11,346,349,44149,2026,33300,8823,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,19.41,1214.08,0.30,55.71,4.59%,75.43%,0.66,0.61
11/16/2020,ID-JI,Jawa Timur,264,28,247,-11,56551,4040,50563,1948,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,6.52,1397.04,0.69,99.80,7.14%,89.41%,1.22,1.75
11/16/2020,ID-KB,Kalimantan Barat,9,0,20,-11,2082,22,1563,497,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.66,383.93,0.00,4.06,1.06%,75.07%,0.69,1.00
11/16/2020,ID-KS,Kalimantan Selatan,22,2,46,-26,12543,504,11414,625,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,5.47,3117.78,0.50,125.28,4.02%,91.00%,0.30,
11/16/2020,ID-KT,Kalimantan Tengah,0,0,0,0,4976,168,4170,638,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,1935.97,0.00,65.36,3.38%,83.80%,0.00,1.00
11/16/2020,ID-KI,Kalimantan Timur,159,2,214,-57,17172,536,14526,2110,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,44.76,4834.20,0.56,150.89,3.12%,84.59%,0.77,0.33
11/16/2020,ID-KU,Kalimantan Utara,2,0,0,2,980,11,843,126,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,3.08,1511.40,0.00,16.96,1.12%,86.02%,0.10,1.00
11/16/2020,ID-BB,Kepulauan Bangka Belitung,2,0,7,-5,805,10,659,136,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,1.45,583.43,0.00,7.25,1.24%,81.86%,,1.00
11/16/2020,ID-KR,Kepulauan Riau,2,2,0,0,4737,122,3388,1227,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.04,2455.17,1.04,63.23,2.58%,71.52%,,2.00
11/16/2020,ID-LA,Lampung,61,2,12,47,2744,113,1448,1183,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,6.71,301.68,0.22,12.42,4.12%,52.77%,4.36,0.67
11/16/2020,ID-MA,Maluku,0,0,4,-4,4129,53,3551,525,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,2235.40,0.00,28.69,1.28%,86.00%,0.00,1.00
11/16/2020,ID-MU,Maluku Utara,3,0,0,3,2297,76,1946,275,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,2.29,1756.38,0.00,58.11,3.31%,84.72%,0.75,1.00
11/16/2020,ID-NB,Nusa Tenggara Barat,0,0,0,0,4403,229,3547,627,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.00,835.44,0.00,43.45,5.20%,80.56%,0.00,1.00
11/16/2020,ID-NT,Nusa Tenggara Timur,11,0,14,-3,841,14,624,203,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,2.03,155.41,0.00,2.59,1.66%,74.20%,,1.00
11/16/2020,ID-PA,Papua,17,0,77,-60,9749,137,5030,4582,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,3.92,2246.13,0.00,31.56,1.41%,51.60%,,1.00
11/16/2020,ID-PB,Papua Barat,0,1,15,-16,4671,72,4105,494,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,4094.85,0.88,63.12,1.54%,87.88%,1.00,
11/16/2020,ID-RI,Riau,148,8,124,16,16757,396,14358,2003,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,24.37,2758.76,1.32,65.19,2.36%,85.68%,0.91,2.67
11/16/2020,ID-SR,Sulawesi Barat,5,0,6,-1,1315,17,952,346,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,3.21,842.96,0.00,10.90,1.29%,72.40%,1.67,1.00
11/16/2020,ID-SN,Sulawesi Selatan,46,0,107,-61,19375,475,17313,1587,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,4.88,2055.29,0.00,50.39,2.45%,89.36%,0.61,1.00
11/16/2020,ID-ST,Sulawesi Tengah,74,2,13,59,1232,50,873,309,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,25.04,416.84,0.68,16.92,4.06%,70.86%,37.00,
11/16/2020,ID-SG,Sulawesi Tenggara,41,1,46,-6,5714,92,4466,1156,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,15.56,2168.12,0.38,34.91,1.61%,78.16%,,
11/16/2020,ID-SA,Sulawesi Utara,101,2,37,62,6061,228,4960,873,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,38.23,2294.20,0.76,86.30,3.76%,81.83%,2.06,
11/16/2020,ID-SB,Sumatera Barat,38,3,80,-45,17393,340,13918,3135,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,6.88,3151.34,0.54,61.60,1.95%,80.02%,0.18,
11/16/2020,ID-SS,Sumatera Selatan,45,1,99,-55,8755,468,7153,1134,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,5.48,1065.40,0.12,56.95,5.35%,81.70%,1.02,
11/16/2020,ID-SU,Sumatera Utara,118,4,107,7,14410,583,11821,2006,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,7.93,968.75,0.27,39.19,4.05%,82.03%,1.39,
11/17/2020,ID-AC,Aceh,43,3,28,12,7975,295,6296,1384,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,8.19,1519.84,0.57,56.22,3.70%,78.95%,2.05,
11/17/2020,ID-BA,Bali,2,0,9,-7,12700,403,11631,666,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.47,3012.21,0.00,95.58,3.17%,91.58%,0.29,1.00
11/17/2020,ID-BT,Banten,0,0,1,-1,10990,298,8223,2469,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,1024.96,0.00,27.79,2.71%,74.82%,1.00,1.00
11/17/2020,ID-BE,Bengkulu,14,1,25,-12,1419,63,1088,268,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,7.00,709.66,0.50,31.51,4.44%,76.67%,7.00,
11/17/2020,ID-JK,DKI Jakarta,1037,36,825,176,120670,2483,108220,9967,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,95.61,11125.61,3.32,228.93,2.06%,89.68%,1.03,18.00
11/17/2020,ID-YO,Daerah Istimewa Yogyakarta,90,1,30,59,4675,115,3673,887,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,24.79,1287.52,0.28,31.67,2.46%,78.57%,1.34,
11/17/2020,ID-GO,Gorontalo,0,0,7,-7,3054,88,2905,61,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,2586.71,0.00,74.54,2.88%,95.12%,1.00,0.00
11/17/2020,IDN,Indonesia,3807,97,3193,517,474455,15393,398636,60426,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,14.36,1789.14,0.37,58.05,3.24%,84.02%,1.08,1.14
11/17/2020,ID-JA,Jambi,10,2,7,1,1464,32,993,439,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,2.86,419.08,0.57,9.16,2.19%,67.83%,,
11/17/2020,ID-JB,Jawa Barat,646,23,911,-288,45694,853,35495,9346,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,14.30,1011.79,0.51,18.89,1.87%,77.68%,1.16,1.21
11/17/2020,ID-JT,Jawa Tengah,652,42,555,55,44801,2068,33855,8878,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,17.93,1232.01,1.15,56.87,4.62%,75.57%,0.92,3.82
11/17/2020,ID-JI,Jawa Timur,207,22,67,118,56758,4062,50630,2066,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,5.11,1402.16,0.54,100.35,7.16%,89.20%,0.78,0.79
11/17/2020,ID-KB,Kalimantan Barat,38,0,15,23,2120,22,1578,520,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,7.01,390.94,0.00,4.06,1.04%,74.43%,4.22,1.00
11/17/2020,ID-KS,Kalimantan Selatan,14,0,174,-160,12557,504,11588,465,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,3.48,3121.26,0.00,125.28,4.01%,92.28%,0.64,0.00
11/17/2020,ID-KT,Kalimantan Tengah,65,2,58,5,5041,170,4228,643,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,25.29,1961.26,0.78,66.14,3.37%,83.87%,,
11/17/2020,ID-KI,Kalimantan Timur,171,0,216,-45,17343,536,14742,2065,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,48.14,4882.34,0.00,150.89,3.09%,85.00%,1.08,0.00
11/17/2020,ID-KU,Kalimantan Utara,15,0,10,5,995,11,853,131,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,23.13,1534.53,0.00,16.96,1.11%,85.73%,7.50,1.00
11/17/2020,ID-BB,Kepulauan Bangka Belitung,15,0,46,-31,820,10,705,105,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,10.87,594.30,0.00,7.25,1.22%,85.98%,7.50,1.00
11/17/2020,ID-KR,Kepulauan Riau,1,1,102,-102,4738,123,3490,1125,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,2455.69,0.52,63.75,2.60%,73.66%,0.50,0.50
11/17/2020,ID-LA,Lampung,22,3,117,-98,2766,116,1565,1085,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,2.42,304.10,0.33,12.75,4.19%,56.58%,0.36,1.50
11/17/2020,ID-MA,Maluku,19,0,36,-17,4148,53,3587,508,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,10.29,2245.69,0.00,28.69,1.28%,86.48%,,1.00
11/17/2020,ID-MU,Maluku Utara,20,0,0,20,2317,76,1946,295,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,15.29,1771.67,0.00,58.11,3.28%,83.99%,6.67,1.00
